"","mgi_symbol","hsapiens_homolog_associated_gene_name","Frequency","Associated_Ly6a_TFs"
"889","Gm20978","",0,NA
"890","Gm29132","",0,NA
"891","Gm21450","",0,NA
"892","Gm21843","",0,NA
"893","Gm28889","",0,NA
"894","Gm28890","",0,NA
"895","Gm28891","SYCP3",0,NA
"896","Gm28691","",0,NA
"897","Gm28692","",0,NA
"898","Gm20794","",0,NA
"899","Gm28690","",0,NA
"900","Gm28689","",0,NA
"901","Gm28687","",0,NA
"902","Gm20987","",0,NA
"903","Gm21918","",0,NA
"904","1700040F15Rik","SYCP3",0,NA
"905","Gm29207","",0,NA
"906","Gm29204","",0,NA
"907","Gm21489","",0,NA
"908","Gm21832","",0,NA
"909","Gm21573","",0,NA
"910","Gm28179","",0,NA
"911","Gm21577","",0,NA
"912","Gm29206","",0,NA
"913","Gm29203","",0,NA
"914","Gm21497","SYCP3",0,NA
"915","Gm29614","",0,NA
"916","Gm29613","",0,NA
"917","Gm29612","",0,NA
"918","Gm29343","",0,NA
"919","Gm29342","",0,NA
"920","Gm20803","",0,NA
"921","Gm20804","",0,NA
"922","Gm28598","",0,NA
"923","Gm28599","",0,NA
"924","Gm28600","",0,NA
"925","Gm21518","SYCP3",0,NA
"926","Gm28185","",0,NA
"927","Gm29037","",0,NA
"928","Gm20823","SPIN2B",0,NA
"929","Gm20823","SPIN2A",0,NA
"930","Gm21877","",0,NA
"931","Gm28835","",0,NA
"932","Gm29548","",0,NA
"933","Gm29547","",0,NA
"934","Gm29546","",0,NA
"935","Gm29545","",0,NA
"936","Gm29544","",0,NA
"937","Gm29209","",0,NA
"938","Gm29549","",0,NA
"939","Gm21530","",0,NA
"940","Gm21617","",0,NA
"941","Gm28589","",0,NA
"942","Gm29420","",0,NA
"943","Gm29421","",0,NA
"944","Gm21627","SYCP3",0,NA
"945","Gm29422","",0,NA
"946","Gm28808","",0,NA
"947","Gm21634","",0,NA
"948","Gm28446","",0,NA
"949","Gm29060","",0,NA
"950","Gm29061","",0,NA
"951","Gm20885","",0,NA
"952","Gm29062","",0,NA
"953","Gm29057","",0,NA
"954","Gm29625","",0,NA
"955","Gm21654","",0,NA
"956","Gm29058","",0,NA
"957","Gm29059","",0,NA
"958","Gm29628","",0,NA
"959","Gm20882","",0,NA
"960","Gm20907","",0,NA
"961","Gm29624","",0,NA
"962","Gm29623","",0,NA
"963","Gm29622","",0,NA
"964","Gm29265","",0,NA
"965","Gm20908","SYCP3",0,NA
"966","Gm29259","",0,NA
"967","Gm28860","",0,NA
"968","Gm28252","",0,NA
"969","Gm28859","",0,NA
"970","Gm20921","",0,NA
"971","Gm28253","",0,NA
"972","Gm21826","",0,NA
"973","Gm28254","",0,NA
"974","Gm28861","",0,NA
"975","Gm28255","",0,NA
"976","Gm21171","",0,NA
"977","Gm20924","SPIN2B",0,NA
"978","Gm20924","SPIN2A",0,NA
"979","Gm28990","",0,NA
"980","Gm21848","",0,NA
"981","Gm29457","",0,NA
"982","Gm20736","SYCP3",0,NA
"983","Gm28558","",0,NA
"984","Gm28560","",0,NA
"985","Gm28561","",0,NA
"986","Gm29584","",0,NA
"987","Gm20936","",0,NA
"988","Gm20934","",0,NA
"989","Gm29586","",0,NA
"990","Gm21895","",0,NA
"991","Gm28134","",0,NA
"992","Gm28135","",0,NA
"993","Gm20933","",0,NA
"994","Gm28133","",0,NA
"995","Gm28137","",0,NA
"996","Gm28138","",0,NA
"997","Gm21837","",0,NA
"998","Gm28136","",0,NA
"999","Gm21910","",0,NA
"1000","Gm29377","",0,NA
"1001","Gm21889","",0,NA
"1002","Gm29378","",0,NA
"1003","Gm29379","",0,NA
"1004","Gm29380","",0,NA
"1005","Gm29381","",0,NA
"1006","Gm28795","",0,NA
"1007","Gm20852","SPIN2B",0,NA
"1008","Gm20852","SPIN2A",0,NA
"1009","Gm29003","",0,NA
"1010","Gm28749","",0,NA
"1011","Gm29001","",0,NA
"1012","Gm29002","",0,NA
"1013","Ssty2","SPIN2B",0,NA
"1014","Ssty2","SPIN2A",0,NA
"1015","Gm29000","",0,NA
"1016","Gm28646","",0,NA
"1017","Gm28612","",0,NA
"1018","Gm28613","",0,NA
"1019","Gm28611","",0,NA
"1020","Gm21114","",0,NA
"1021","Gm29633","",0,NA
"1022","Gm21794","",0,NA
"1023","Gm29219","",0,NA
"1024","Gm29632","",0,NA
"1025","Gm29631","",0,NA
"1026","Gm29637","",0,NA
"1027","Gm20874","",0,NA
"1028","Gm29082","",0,NA
"1029","Gm29217","",0,NA
"1030","Gm29636","",0,NA
"1031","Gm29635","",0,NA
"1032","Gm29634","",0,NA
"1033","Gm29639","",0,NA
"1034","Gm29218","",0,NA
"1035","Gm21806","",0,NA
"1036","Gm20935","",0,NA
"1037","Gm29662","",0,NA
"1038","Gm29660","",0,NA
"1039","Gm29661","",0,NA
"1040","Gm29659","",0,NA
"1041","Gm20937","SYCP3",0,NA
"1042","Gm29450","",0,NA
"1043","Gm29449","",0,NA
"1044","Gm31335","",0,NA
"1045","Gm37690","",0,NA
"1046","Gm38107","",0,NA
"1047","Gm31571","SYCP3",0,NA
"1048","Gm32114","",0,NA
"1049","Gm37075","",0,NA
"1050","Gm37921","",0,NA
"1051","Gm32180","",0,NA
"1052","Gm38371","",0,NA
"1053","Gm37657","",0,NA
"1054","Gm37448","",0,NA
"1055","Gm33163","",0,NA
"1056","Gm21065","",0,NA
"1057","Gm36978","",0,NA
"1058","Gm37721","",0,NA
"1059","Gm37129","",0,NA
"1060","Gm37990","",0,NA
"1061","Gm21366","SYCP3",0,NA
"1062","Gm33954","",0,NA
"1063","Gm37538","",0,NA
"1064","Gm21871","",0,NA
"1065","Gm34274","",0,NA
"1066","Gm34217","",0,NA
"1067","Gm21469","",0,NA
"1068","Gm21661","",0,NA
"1069","Gm37952","",0,NA
"1070","Gm21907","",0,NA
"1071","Gm37627","",0,NA
"1072","Gm20925","",0,NA
"1073","Gm20926","",0,NA
"1074","Gm37454","",0,NA
"1075","Gm38138","",0,NA
"1076","Gm29740","",0,NA
"1077","Gm37840","",0,NA
"1078","Gm37574","",0,NA
"1079","Gm21768","",0,NA
"1080","Gm37172","",0,NA
"1081","Gm35670","",0,NA
"1082","Gm20840","",0,NA
"1083","Gm35955","",0,NA
"1084","Gm37687","",0,NA
"1085","Gm38296","",0,NA
"1086","Gm38290","",0,NA
"1087","Gm38121","",0,NA
"1088","Gm36047","",0,NA
"1089","Gm36345","",0,NA
"1090","Gm37157","",0,NA
"1091","Gm38017","",0,NA
"1092","Gm36468","",0,NA
"1093","Gm21845","",0,NA
"1094","Gm20809","SPIN2B",0,NA
"1095","Gm20809","SPIN2A",0,NA
"1096","Gm37434","",0,NA
"1097","Gm37765","",0,NA
"1098","Gm38229","",0,NA
"1099","Gm36866","",0,NA
"1100","Gm30045","",0,NA
"1101","Gm21921","",0,NA
"1102","Gm37112","",0,NA
"1103","Gm37287","",0,NA
"1104","Gm30175","",0,NA
"1105","Gm21350","",0,NA
"1106","Gm21412","",0,NA
"1107","Gm37071","",0,NA
"1108","Gm37547","",0,NA
"1109","Gm36968","",0,NA
"1110","Gm38035","",0,NA
"1111","Gm20857","",0,NA
"1112","Gm30705","",0,NA
"1113","Gm21773","",0,NA
"1114","Gm37451","",0,NA
"1115","Gm37793","",0,NA
"1116","Gm30858","",0,NA
"1117","Gm21791","",0,NA
"1118","Gm21427","",0,NA
"1119","Gm37875","",0,NA
"1120","Gm37237","",0,NA
"1121","Gm38350","",0,NA
"1122","Gm20858","",0,NA
"1123","Gm31422","",0,NA
"1124","Gm37798","",0,NA
"1125","Gm37318","",0,NA
"1126","Gm31572","",0,NA
"1127","Gm21890","",0,NA
"1128","Gm21443","",0,NA
"1129","Gm37346","",0,NA
"1130","Gm38136","",0,NA
"1131","Gm37991","",0,NA
"1132","Gm37808","",0,NA
"1133","Gm33571","",0,NA
"1134","Gm32181","",0,NA
"1135","Gm28662","",0,NA
"1136","Gm28780","",0,NA
"1137","Gm21755","",0,NA
"1138","Gm20895","",0,NA
"1139","Gm28853","",0,NA
"1140","Gm28852","",0,NA
"1141","Gm28855","",0,NA
"1142","Gm28854","",0,NA
"1143","Gm28858","",0,NA
"1144","Gm20890","SYCP3",0,NA
"1145","Gm28245","",0,NA
"1146","Gm28246","",0,NA
"1147","Gm28247","",0,NA
"1148","Gm28248","",0,NA
"1149","Gm20892","",0,NA
"1150","Gm28249","",0,NA
"1151","Gm28250","",0,NA
"1152","Gm28251","",0,NA
"1153","Gm28243","",0,NA
"1154","Gm28244","",0,NA
"1155","Gm21771","",0,NA
"1156","Gm21476","",0,NA
"1157","Gm29021","",0,NA
"1158","Gm28880","",0,NA
"1159","Gm28452","",0,NA
"1160","Gm21488","SYCP3",0,NA
"1161","Gm28454","",0,NA
"1162","Gm28878","",0,NA
"1163","Gm28879","",0,NA
"1164","Gm29369","",0,NA
"1165","Gm21506","",0,NA
"1166","Gm29399","",0,NA
"1167","Gm29400","",0,NA
"1168","Gm29401","",0,NA
"1169","Gm20891","",0,NA
"1170","Gm20893","",0,NA
"1171","Gm28799","",0,NA
"1172","Gm28798","",0,NA
"1173","Gm28797","",0,NA
"1174","Gm28796","",0,NA
"1175","Gm20894","SYCP3",0,NA
"1176","Gm28938","",0,NA
"1177","Gm28937","",0,NA
"1178","Gm28936","",0,NA
"1179","Gm21642","",0,NA
"1180","Gm21804","",0,NA
"1181","Gm29122","",0,NA
"1182","Gm28939","",0,NA
"1183","Gm28983","",0,NA
"1184","Gm28985","",0,NA
"1185","Gm20810","",0,NA
"1186","Gm20811","",0,NA
"1187","Gm28725","",0,NA
"1188","Gm28984","",0,NA
"1189","Gm28987","",0,NA
"1190","Gm28986","",0,NA
"1191","Gm29171","",0,NA
"1192","Gm28129","",0,NA
"1193","Gm28127","",0,NA
"1194","Gm28128","",0,NA
"1195","Gm21853","",0,NA
"1196","Gm28132","",0,NA
"1197","Gm28130","",0,NA
"1198","Gm28131","",0,NA
"1199","Gm21679","",0,NA
"1200","Gm29317","",0,NA
"1201","Gm29316","",0,NA
"1202","Gm29315","",0,NA
"1203","Gm28216","",0,NA
"1204","Gm28217","",0,NA
"1205","Gm28093","",0,NA
"1206","Gm28092","",0,NA
"1207","Gm28091","",0,NA
"1208","Gm28090","",0,NA
"1209","Gm29580","",0,NA
"1210","Gm28089","",0,NA
"1211","Gm28088","",0,NA
"1212","Gm29579","",0,NA
"1213","Gm29582","SYCP3",0,NA
"1214","Gm21529","",0,NA
"1215","Gm29581","",0,NA
"1216","Gm21539","",0,NA
"1217","Gm29578","",0,NA
"1218","Gm21908","",0,NA
"1219","Gm21780","",0,NA
"1220","Gm28486","",0,NA
"1221","Gm21737","",0,NA
"1222","Gm28487","",0,NA
"1223","Gm29289","RBMY1J",0,NA
"1224","Gm29289","RBMY1E",0,NA
"1225","Gm29289","RBMY1B",0,NA
"1226","Gm29289","RBMY1F",0,NA
"1227","Gm29289","RBMY1A1",0,NA
"1228","Gm29289","RBMY1D",0,NA
"1229","Gm21677","RBMY1J",0,NA
"1230","Gm21677","RBMY1E",0,NA
"1231","Gm21677","RBMY1B",0,NA
"1232","Gm21677","RBMY1F",0,NA
"1233","Gm21677","RBMY1A1",0,NA
"1234","Gm21677","RBMY1D",0,NA
"1235","Gm29288","",0,NA
"1236","Gm21693","RBMY1J",0,NA
"1237","Gm21693","RBMY1E",0,NA
"1238","Gm21693","RBMY1B",0,NA
"1239","Gm21693","RBMY1F",0,NA
"1240","Gm21693","RBMY1A1",0,NA
"1241","Gm21693","RBMY1D",0,NA
"1242","Gm21139","",0,NA
"1243","Gm21704","RBMY1J",0,NA
"1244","Gm21704","RBMY1E",0,NA
"1245","Gm21704","RBMY1B",0,NA
"1246","Gm21704","RBMY1F",0,NA
"1247","Gm21704","RBMY1A1",0,NA
"1248","Gm21704","RBMY1D",0,NA
"1249","Gm21147","",0,NA
"1250","Gm21708","RBMY1J",0,NA
"1251","Gm21708","RBMY1E",0,NA
"1252","Gm21708","RBMY1B",0,NA
"1253","Gm21708","RBMY1F",0,NA
"1254","Gm21708","RBMY1A1",0,NA
"1255","Gm21708","RBMY1D",0,NA
"1256","Gm21156","",0,NA
"1257","Rhoay-ps2","",0,NA
"1258","Gm2316","",0,NA
"1259","Gm3376","RBMY1J",0,NA
"1260","Gm3376","RBMY1E",0,NA
"1261","Gm3376","RBMY1B",0,NA
"1262","Gm3376","RBMY1F",0,NA
"1263","Gm3376","RBMY1A1",0,NA
"1264","Gm3376","RBMY1D",0,NA
"1265","Gm2325","",0,NA
"1266","Gm28649","",0,NA
"1267","Gm8521","",0,NA
"1268","Gm18177","",0,NA
"1269","Gm28429","",0,NA
"1270","Gm28413","",0,NA
"1271","Gm28412","",0,NA
"1272","Gm8525","",0,NA
"1273","Gm28414","",0,NA
"1274","Gm28648","",0,NA
"1275","Gm28647","",0,NA
"1276","Gm29435","",0,NA
"1277","Vmn2r-ps139","",0,NA
"1278","Gm29038","",0,NA
"1279","Gm28191","",0,NA
"1280","Gm28186","",0,NA
"1281","Gm21064","",0,NA
"1282","Gm28241","",0,NA
"1283","Gm28242","",0,NA
"1284","Gm37222","",0,NA
"1285","Gm28356","",0,NA
"1286","Gm28357","",0,NA
"1287","Gm29352","",0,NA
"1288","Gm29351","",0,NA
"1289","Gm29350","",0,NA
"1290","Gm29349","",0,NA
"1291","Gm29355","",0,NA
"1292","Gm20918","SPIN2B",0,NA
"1293","Gm20918","SPIN2A",0,NA
"1294","Gm29354","",0,NA
"1295","Gm29353","",0,NA
"1296","Gm50460","",0,NA
"1297","Gm21820","",0,NA
"1298","Gm29357","",0,NA
"1299","Gm29356","",0,NA
"1300","Gm29161","",0,NA
"1301","Gm28767","",0,NA
"1302","Gm29160","",0,NA
"1303","Gm20915","",0,NA
"1304","Gm28766","",0,NA
"1305","Gm29159","",0,NA
"1306","Gm29158","",0,NA
"1307","Gm21854","SPIN2B",0,NA
"1308","Gm21854","SPIN2A",0,NA
"1309","Gm28768","",0,NA
"1310","Gm28769","",0,NA
"1311","Gm20914","SPIN2B",0,NA
"1312","Gm20914","SPIN2A",0,NA
"1313","Gm28171","SPIN2B",0,NA
"1314","Gm28171","SPIN2A",0,NA
"1315","Gm28173","",0,NA
"1316","Gm37236","",0,NA
"1317","Gm29194","",0,NA
"1318","Gm21778","SPIN2B",0,NA
"1319","Gm21778","SPIN2A",0,NA
"1320","Gm29195","",0,NA
"1321","Gm29196","",0,NA
"1322","Gm28435","",0,NA
"1323","Gm28436","",0,NA
"1324","Gm29197","",0,NA
"1325","Gm29198","",0,NA
"1326","Gm29193","",0,NA
"1327","Gm28430","",0,NA
"1328","Gm21746","",0,NA
"1329","Gm28593","",0,NA
"1330","Gm20873","SPIN2B",0,NA
"1331","Gm20873","SPIN2A",0,NA
"1332","Gm28916","",0,NA
"1333","Gm28915","",0,NA
"1334","Gm28918","",0,NA
"1335","Gm28917","",0,NA
"1336","Gm28919","SYCP3",0,NA
"1337","Gm21719","SPIN2B",0,NA
"1338","Gm21719","SPIN2A",0,NA
"1339","Gm28921","",0,NA
"1340","Gm28920","",0,NA
"1341","Gm28444","",0,NA
"1342","Gm28443","",0,NA
"1343","Gm20830","SPIN2B",0,NA
"1344","Gm20830","SPIN2A",0,NA
"1345","Gm28442","",0,NA
"1346","Gm28445","",0,NA
"1347","Gm20788","",0,NA
"1348","Gm28999","",0,NA
"1349","Gm21244","SPIN2B",0,NA
"1350","Gm21244","SPIN2A",0,NA
"1351","Gm28997","",0,NA
"1352","Gm28998","SYCP3",0,NA
"1353","Gm28398","",0,NA
"1354","Gm28397","",0,NA
"1355","Gm28400","",0,NA
"1356","Gm28399","",0,NA
"1357","Gm28395","",0,NA
"1358","Gm21788","",0,NA
"1359","Gm28394","",0,NA
"1360","Gm28396","",0,NA
"1361","Gm28393","",0,NA
"1362","Gm20826","SPIN2B",0,NA
"1363","Gm20826","SPIN2A",0,NA
"1364","Vmn2r-ps149","",0,NA
"1365","Gm28576","SYCP3",0,NA
"1366","Gm28575","",0,NA
"1367","Gm28574","",0,NA
"1368","Gm28573","",0,NA
"1369","Gm28572","",0,NA
"1370","Gm28571","",0,NA
"1371","Gm28570","",0,NA
"1372","Gm29049","SPIN2B",0,NA
"1373","Gm29049","SPIN2A",0,NA
"1374","Gm20825","SPIN2B",0,NA
"1375","Gm20825","SPIN2A",0,NA
"1376","Gm29047","",0,NA
"1377","Gm29048","",0,NA
"1378","Gm29045","",0,NA
"1379","Gm29046","",0,NA
"1380","Gm29043","",0,NA
"1381","Gm29044","",0,NA
"1382","Gm37951","",0,NA
"1383","Gm20824","SYCP3",0,NA
"1384","Gm28146","",0,NA
"1385","Gm28145","",0,NA
"1386","Gm28148","",0,NA
"1387","Gm28147","",0,NA
"1388","Gm28142","",0,NA
"1389","Gm28141","",0,NA
"1390","Gm28144","",0,NA
"1391","Gm28143","",0,NA
"1392","Gm28150","",0,NA
"1393","Gm28149","",0,NA
"1394","Gm28098","",0,NA
"1395","Gm28330","",0,NA
"1396","Gm28331","",0,NA
"1397","Gm28099","",0,NA
"1398","Gm20815","SPIN2B",0,NA
"1399","Gm20815","SPIN2A",0,NA
"1400","Gm28328","",0,NA
"1401","Gm28329","",0,NA
"1402","Gm28270","",0,NA
"1403","Gm28327","",0,NA
"1404","Gm28097","",0,NA
"1405","Gm29365","",0,NA
"1406","Gm29364","",0,NA
"1407","Gm29363","",0,NA
"1408","Gm21292","SPIN2B",0,NA
"1409","Gm21292","SPIN2A",0,NA
"1410","Gm21721","SPIN2B",0,NA
"1411","Gm21721","SPIN2A",0,NA
"1412","Gm29366","",0,NA
"1413","Gm29281","",0,NA
"1414","Gm29330","",0,NA
"1415","Gm29329","",0,NA
"1416","Gm21812","SPIN2B",0,NA
"1417","Gm21812","SPIN2A",0,NA
"1418","Gm29535","",0,NA
"1419","Gm29533","",0,NA
"1420","Gm29534","",0,NA
"1421","Gm21874","SPIN2B",0,NA
"1422","Gm21874","SPIN2A",0,NA
"1423","Gm28849","",0,NA
"1424","Gm28847","",0,NA
"1425","Gm28848","",0,NA
"1426","Gm28846","",0,NA
"1427","Gm29471","",0,NA
"1428","Gm29474","",0,NA
"1429","Gm29475","",0,NA
"1430","Gm20821","SPIN2B",0,NA
"1431","Gm20821","SPIN2A",0,NA
"1432","Gm28506","",0,NA
"1433","Gm28507","",0,NA
"1434","Gm21301","",0,NA
"1435","Gm29142","",0,NA
"1436","Gm21310","SPIN2B",0,NA
"1437","Gm21310","SPIN2A",0,NA
"1438","Gm28509","",0,NA
"1439","Gm28508","",0,NA
"1440","Gm20834","SPIN2B",0,NA
"1441","Gm20834","SPIN2A",0,NA
"1442","Gm28510","SYCP3",0,NA
"1443","Gm29525","",0,NA
"1444","Gm29526","",0,NA
"1445","Gm20737","SPIN2B",0,NA
"1446","Gm20737","SPIN2A",0,NA
"1447","Gm21775","",0,NA
"1448","Gm21900","",0,NA
"1449","Gm29527","",0,NA
"1450","Gm20775","",0,NA
"1451","Gm29522","",0,NA
"1452","Gm29523","",0,NA
"1453","Gm29524","",0,NA
"1454","Gm29528","",0,NA
"1455","Gm20777","SPIN2B",0,NA
"1456","Gm20777","SPIN2A",0,NA
"1457","Gm28955","",0,NA
"1458","Gm28954","",0,NA
"1459","Gm28953","",0,NA
"1460","Gm20776","",0,NA
"1461","Gm28958","",0,NA
"1462","Gm20828","SPIN2B",0,NA
"1463","Gm20828","SPIN2A",0,NA
"1464","Gm28957","",0,NA
"1465","Gm28956","",0,NA
"1466","Gm28952","",0,NA
"1467","Gm28951","",0,NA
"1468","Gm28390","",0,NA
"1469","Gm28391","",0,NA
"1470","Gm28389","",0,NA
"1471","Gm28655","",0,NA
"1472","Gm28654","",0,NA
"1473","Gm28657","",0,NA
"1474","Gm28656","",0,NA
"1475","Gm29554","SYCP3",0,NA
"1476","Gm29556","",0,NA
"1477","Gm20812","SPIN2B",0,NA
"1478","Gm20812","SPIN2A",0,NA
"1479","Gm35108","",0,NA
"1480","Gm37739","",0,NA
"1481","Gm21736","",0,NA
"1482","Gm21379","",0,NA
"1483","Gm36928","",0,NA
"1484","Gm20807","SPIN2B",0,NA
"1485","Gm20807","SPIN2A",0,NA
"1486","Gm38084","",0,NA
"1487","Gm37231","",0,NA
"1488","Gm21891","",0,NA
"1489","Gm21425","SPIN2B",0,NA
"1490","Gm21425","SPIN2A",0,NA
"1491","Gm37252","",0,NA
"1492","Gm21828","",0,NA
"1493","Gm21440","SPIN2B",0,NA
"1494","Gm21440","SPIN2A",0,NA
"1495","Gm21454","SPIN2B",0,NA
"1496","Gm21454","SPIN2A",0,NA
"1497","Gm37147","",0,NA
"1498","Gm38159","",0,NA
"1499","Gm21725","",0,NA
"1500","Gm37870","",0,NA
"1501","Gm37378","",0,NA
"1502","Gm21866","",0,NA
"1503","Gm20773","SPIN2B",0,NA
"1504","Gm20773","SPIN2A",0,NA
"1505","Gm36398","",0,NA
"1506","Gm37441","",0,NA
"1507","Gm37561","",0,NA
"1508","Gm36728","",0,NA
"1509","Gm32295","",0,NA
"1510","Gm20836","",0,NA
"1511","Gm37263","",0,NA
"1512","Gm21767","",0,NA
"1513","Gm37130","",0,NA
"1514","Gm37467","",0,NA
"1515","Gm20928","",0,NA
"1516","Gm38363","",0,NA
"1517","Gm30174","",0,NA
"1518","Gm30353","",0,NA
"1519","Gm30686","",0,NA
"1520","Gm30737","SYCP3",0,NA
"1521","Gm36987","",0,NA
"1522","Gm31186","",0,NA
"1523","Gm37654","",0,NA
"1524","Gm37044","",0,NA
"1525","Gm31511","",0,NA
"1526","Gm37572","",0,NA
"1527","Gm37344","",0,NA
"1528","Gm37059","",0,NA
"1529","Gm31942","",0,NA
"1530","Gm37440","",0,NA
"1531","Gm38185","",0,NA
"1532","Gm37395","",0,NA
"1533","Gm37577","",0,NA
"1534","Gm20822","SPIN2B",0,NA
"1535","Gm20822","SPIN2A",0,NA
"1536","Gm38183","",0,NA
"1537","Gm38149","",0,NA
"1538","Gm38145","",0,NA
"1539","Gm32033","",0,NA
"1540","Gm32447","",0,NA
"1541","Gm20770","",0,NA
"1542","Gm38016","",0,NA
"1543","Gm37158","",0,NA
"1544","Gm36998","",0,NA
"1545","Gm33112","",0,NA
"1546","Gm21809","",0,NA
"1547","Gm34015","",0,NA
"1548","Gm20877","SPIN2B",0,NA
"1549","Gm20877","SPIN2A",0,NA
"1550","Gm33191","",0,NA
"1551","Gm38003","",0,NA
"1552","Gm20781","",0,NA
"1553","Rbm31y","",0,NA
"1554","Gm37325","",0,NA
"1555","Gm20833","",0,NA
"1556","Gm37865","",0,NA
"1557","Gm36941","",0,NA
"1558","Gm21904","",0,NA
"1559","Gm37937","",0,NA
"1560","Gm20772","SPIN2B",0,NA
"1561","Gm20772","SPIN2A",0,NA
"1562","Gm20831","SPIN2B",0,NA
"1563","Gm20831","SPIN2A",0,NA
"1564","Gm37286","",0,NA
"1565","Srsy","",0,NA
"1566","Gm38028","",0,NA
"1567","Gm21764","",0,NA
"1568","Ssty1","SPIN2B",0,NA
"1569","Ssty1","SPIN2A",0,NA
"1570","Gm38072","",0,NA
"1571","Gm20851","",0,NA
"1572","Gm30312","",0,NA
"1573","Gm37433","",0,NA
"1574","Gm37473","",0,NA
"1575","Gm37656","",0,NA
"1576","Gm38127","",0,NA
"1577","Gm30638","",0,NA
"1578","Gm38361","",0,NA
"1579","Gm31260","",0,NA
"1580","Gm21660","",0,NA
"1581","Gm38209","",0,NA
"1582","Gm21822","",0,NA
"1583","Gm37734","",0,NA
"1584","Gm38013","",0,NA
"1585","Gm21678","",0,NA
"1586","Gm37948","",0,NA
"1587","Gm37442","",0,NA
"1588","Gm34550","",0,NA
"1589","Gm37544","",0,NA
"1590","Gm34716","",0,NA
"1591","Gm37635","",0,NA
"1592","Gm35070","",0,NA
"1593","Gm35134","SYCP3",0,NA
"1594","Gm37998","",0,NA
"1595","Gm38094","",0,NA
"1596","Gm21763","",0,NA
"1597","Gm38369","",0,NA
"1598","Gm35843","",0,NA
"1599","Gm38168","",0,NA
"1600","Gm37740","",0,NA
"1601","Gm37723","",0,NA
"1602","Gm36261","",0,NA
"1603","Gm37898","",0,NA
"1604","Gm36467","",0,NA
"1605","Gm37927","",0,NA
"1606","Gm36891","",0,NA
"1607","Gm36929","",0,NA
"1608","Gm38174","",0,NA
"1609","Gm29866","SYCP3",0,NA
"1610","Gm36950","",0,NA
"1611","Gm20910","",0,NA
"1612","Gm30598","",0,NA
"1613","Gm20909","SPIN2B",0,NA
"1614","Gm20909","SPIN2A",0,NA
"1615","Gm20865","SPIN2B",0,NA
"1616","Gm20865","SPIN2A",0,NA
"1617","Gm37462","",0,NA
"1618","Gm37658","",0,NA
"1619","Gm32347","",0,NA
"1620","Gm31123","",0,NA
"1621","Gm38370","",0,NA
"1622","Gm38054","",0,NA
"1623","Gm37476","",0,NA
"1624","Gm37369","",0,NA
"1625","Gm38181","",0,NA
"1626","Gm29089","",0,NA
"1627","Gm2098","",0,NA
"1628","Zfy1","ZNF586",0,NA
"1629","Zfy1","",0,NA
"1630","Zfy1","ZNF419",0,NA
"1631","Zfy1","ZNF793",0,NA
"1632","Zfy1","ZNF304",0,NA
"1633","Zfy1","ZNF773",0,NA
"1634","Zfy1","ZNF587B",0,NA
"1635","Zfy1","ZNF552",0,NA
"1636","Zfy1","ZNF837",0,NA
"1637","Zfy1","ZNF584",0,NA
"1638","Zfy1","ZNF418",0,NA
"1639","Zfy1","ZNF549",0,NA
"1640","Zfy1","ZNF134",0,NA
"1641","Zfy1","ZNF772",0,NA
"1642","Zfy1","ZNF256",0,NA
"1643","Zfy1","ZNF154",0,NA
"1644","Zfy1","ZNF792",0,NA
"1645","Zfy1","ZNF561",0,NA
"1646","Zfy1","ZNF562",0,NA
"1647","Zfy1","ZNF548",0,NA
"1648","Zfy1","ZNF610",0,NA
"1649","Zfy1","ZNF480",0,NA
"1650","Uba1y","",0,NA
"1651","Gm28588","",0,NA
"1652","Gm28587","",0,NA
"1653","Rhoay-ps3","",0,NA
"1654","Kdm5d","KDM5D",0,NA
"1655","n-R5s1","",0,NA
"1656","Eif2s3y","",0,NA
"1657","Gm29650","",0,NA
"1658","Tspy-ps","",0,NA
"1659","Uty","UTY",0,NA
"1660","Ddx3y","DDX3Y",0,NA
"1661","Gm4017","",0,NA
"1662","Gm18665","",0,NA
"1663","Usp9y","USP9Y",0,NA
"1664","Gm25565","",0,NA
"1665","Gm17790","",0,NA
"1666","Gm29167","",0,NA
"1667","Gm8446","",0,NA
"1668","Gm28534","",0,NA
"1669","Gm28975","",0,NA
"1670","Gm28974","",0,NA
"1671","Gm18797","",0,NA
"1672","Rhoay-ps1","",0,NA
"1673","Zfy2","ZNF586",0,NA
"1674","Zfy2","",0,NA
"1675","Zfy2","ZNF419",0,NA
"1676","Zfy2","ZNF793",0,NA
"1677","Zfy2","ZNF304",0,NA
"1678","Zfy2","ZNF773",0,NA
"1679","Zfy2","ZNF587B",0,NA
"1680","Zfy2","ZNF552",0,NA
"1681","Zfy2","ZNF837",0,NA
"1682","Zfy2","ZNF584",0,NA
"1683","Zfy2","ZNF418",0,NA
"1684","Zfy2","ZNF549",0,NA
"1685","Zfy2","ZNF134",0,NA
"1686","Zfy2","ZNF772",0,NA
"1687","Zfy2","ZNF256",0,NA
"1688","Zfy2","ZNF154",0,NA
"1689","Zfy2","ZNF792",0,NA
"1690","Zfy2","ZNF561",0,NA
"1691","Zfy2","ZNF562",0,NA
"1692","Zfy2","ZNF548",0,NA
"1693","Zfy2","ZNF610",0,NA
"1694","Zfy2","ZNF480",0,NA
"1695","Uba1y-ps2","",0,NA
"1696","Gm18796","",0,NA
"1697","Gm29552","",0,NA
"1698","Gm29550","",0,NA
