"","mgi_symbol","hsapiens_homolog_associated_gene_name","Frequency","% of Ly6a TFs that bind Mouse gene’s PPR","HumanCarotid_scRNA-seq_cluster"
"2754","Pfkfb1","PFKFB1",6182,8.72387564737592,NA
"2755","Fos","FOS",5163,7.28588967444223,"NASMC3 SMC9 "
"2756","Arhgap31","ARHGAP31",4522,6.38132734995696,NA
"2760","Mamdc2","MAMDC2",5969,8.42329565499626,NA
"2761","Jdp2","JDP2",4908,6.92604038779053,NA
"2762","Arhgef37","ARHGEF37",8924,12.5933138591366,NA
"2765","Cep20","CEP20",5536,7.81225745452493,NA
"2766","Batf","BATF",5181,7.31129080055882,NA
"2771","Flvcr2","FLVCR2",4978,7.0248225449106,NA
"2772","1700028P14Rik","C9orf135",6088,8.59122532210039,NA
"2773","Cyp2d9","CYP2D6",8164,11.5208218675472,NA
"2778","Pibf1","PIBF1",5743,8.10437040486573,NA
"2780","B4galt4","B4GALT4",8983,12.6765731058521,NA
"2785","Celf4","CELF4",4807,6.78351184680299,NA
"2787","Pdia6","PDIA6",5173,7.30000141117367,NA
"2788","Ptar1","PTAR1",6436,9.08231376035449,NA
"2790","Haus7","HAUS7",5009,7.06856892877806,NA
"2791","Bbs1","BBS1",4731,6.67626264764405,NA
"2792","Bbs1","",4731,6.67626264764405,NA
"2797","Eva1c","EVA1C",8015,11.3105569902488,NA
"2801","Il17d","IL17D",5211,7.35362601075314,NA
"2803","Tdg-ps","",5883,8.30193471910588,NA
"2809","Cdc42bpb","CDC42BPB",5242,7.39737239462061,NA
"2810","Zmiz1","ZMIZ1",4430,6.25149937202772,NA
"2811","Tatdn1","TATDN1",4858,6.85548170413333,NA
"2812","Rpl39","RPL39",5930,8.36825988174365,NA
"2814","Fnd3c2","",6012,8.48397612294145,NA
"2817","Apba1","APBA1",7497,10.5795690275602,NA
"2818","Upk1b","UPK1B",4905,6.92180686677109,NA
"2819","Ndufb9","NDUFB9",8558,12.076824294766,NA
"2821","Tex55","",5938,8.3795492711288,NA
"2825","C9","C9",5602,7.90539491695243,NA
"2830","Upf3b","UPF3B",5995,8.459986170498,NA
"2831","Cfap298","CFAP298-TCP10L",4995,7.04881249735405,NA
"2832","Cfap298","CFAP298",4995,7.04881249735405,NA
"2835","Erg28","ERG28",5544,7.82354684391008,NA
"2837","Eef1akmt1","EEF1AKMT1",6545,9.23613169072718,NA
"2840","Fam189a2","FAM189A2",5441,7.67819595557625,NA
"2841","Lbhd2","",4314,6.08780322594302,NA
"2842","Klf5","KLF5",6571,9.27282220622892,NA
"2843","Pde1b","PDE1B",6778,9.56493515656972,NA
"2844","Exoc3l4","EXOC3L4",4774,6.73694311558924,NA
"2848","Igsf11","IGSF11",5673,8.00558824774565,NA
"2860","Dpp3","DPP3",4431,6.25291054570086,NA
"2865","Klf12","KLF12",5360,7.56389088805159,NA
"2870","Nkap","NKAP",5639,7.95760834285876,NA
"2884","Lsamp","LSAMP",8145,11.4940095677575,NA
"2900","Prr30","PRR30",5508,7.7727445916769,NA
"2902","Akap14","AKAP14",4947,6.98107616104314,NA
"2907","Xpo4","XPO4",5633,7.94914130081989,NA
"2909","Ndufa1","NDUFA1",5879,8.2962900244133,NA
"2911","Atp6v1c2","ATP6V1C2",8859,12.5015875703823,NA
"2912","Pik3c3","PIK3C3",5410,7.63444957170879,NA
"2913","Rnf113a1","RNF113A",5880,8.29770119808645,NA
"2914","Bgn","BGN",4778,6.74258781028181,NA
"2915","Ppp1r1a","PPP1R1A",5033,7.10243709693352,NA
"2919","Abcc1","ABCC1",6325,8.92567348263551,NA
"2920","Cyp2d12","CYP2D6",5160,7.2816561534228,NA
"2925","Lats2","LATS2",8954,12.635649069331,NA
"2926","Glycam1","",6088,8.59122532210039,NA
"2927","Gm9","",6013,8.48538729661459,NA
"2929","Tjp2","",13331,18.812356236682,NA
"2930","Tjp2","TJP2",13331,18.812356236682,NA
"2932","Rhox1","",5935,8.37531575010937,NA
"2933","Cyp2d34","CYP2D6",5400,7.62033783497735,NA
"2934","Rhox2a","",5084,7.17440695426386,NA
"2940","Fndc3c1","",6421,9.06114615525733,NA
"2943","Sap18","SAP18",5068,7.15182817549356,NA
"2948","Fyb","FYB1",5003,7.0601018867392,NA
"2949","Tnfaip2","TNFAIP2",4092,5.77452267050506,NA
"2951","Ska3","SKA3",5307,7.48909868337496,NA
"2958","Gap43","GAP43",5689,8.02816702651595,"NASMC4 "
"2959","Dlgap5","DLGAP5",5238,7.39172769992803,NA
"2966","Cysltr1","CYSLTR1",5199,7.33669192667542,NA
"2973","Snai2","SNAI2",5565,7.8531814910461,NA
"2974","Rhox3a","",4704,6.63816095846916,NA
"2975","Rit2","RIT2",6472,9.13311601258767,NA
"2976","Mtss1","MTSS1",5314,7.49897689908697,NA
"2980","Efcab1","EFCAB1",5600,7.90257256960614,NA
"2982","Rhox4a","",5015,7.07703597081693,NA
"2985","Peli3","PELI3",4612,6.50833298053991,NA
"2988","Syt4","SYT4",5860,8.26947772462357,NA
"2989","Gm5127","",6916,9.75967712346359,NA
"2990","Gm266","",5020,7.08409183918265,NA
"2991","Nol10","NOL10",6079,8.5785247590421,NA
"2997","Csnk1a1","CSNK1A1",5566,7.85459266471925,NA
"3008","Fxn","FXN",5628,7.94208543245417,NA
"3013","Synj1","SYNJ1",5803,8.18904082525436,NA
"3014","Rtl3","RTL3",5546,7.82636919125637,NA
"3016","Rhox2b","",4943,6.97543146635056,NA
"3021","Mrpl11","MRPL11",5484,7.73887642352144,NA
"3025","Lpar4","LPAR4",5660,7.98724298999478,NA
"3026","Odc1","ODC1",4619,6.51821119625192,NA
"3027","Rhox4b","",4984,7.03328958694947,NA
"3030","Mucl2","",6485,9.15146127033854,NA
"3031","P2ry10","P2RY10",5585,7.88140496450898,NA
"3034","Npas4","NPAS4",4751,6.70448612110692,NA
"3036","Rhox2c","",4929,6.95567503492655,NA
"3039","Cyp2d40","CYP2D6",5179,7.30846845321254,NA
"3044","Mrpl57","MRPL57",5305,7.48627633602867,NA
"3046","P2ry10b","",6477,9.14017188095339,NA
"3048","Hpcal1","HPCAL1",8358,11.7945895601372,NA
"3052","Pip5k1b","PIP5K1B",5455,7.69795238700027,NA
"3053","Sqle","SQLE",5296,7.47357577297038,NA
"3054","Tbc1d4","TBC1D4",5511,7.77697811269633,NA
"3060","Rhox3c","",4929,6.95567503492655,NA
"3064","Rhox4c","",5135,7.2463768115942,NA
"3071","Tro","TRO",5280,7.45099699420008,NA
"3074","Cyp2d26","CYP2D6",4478,6.31923570833863,NA
"3082","Ube2v2","UBE2V2",5979,8.4374073917277,NA
"3087","Tcf20","TCF20",10913,15.40013829502,NA
"3089","5730507C01Rik","",5370,7.57800262478303,NA
"3099","Mcm4","MCM4",5687,8.02534467916967,NA
"3104","Tmem252","TMEM252",6062,8.55453480659865,NA
"3110","Pgm5","PGM5",5053,7.1306605703964,NA
"3113","Rictor","RICTOR",5354,7.55542384601273,NA
"3118","Eif5","",5014,7.07562479714378,NA
"3122","Foxd4","FOXD4L5",5165,7.28871202178852,NA
"3123","Foxd4","FOXD4L1",5165,7.28871202178852,NA
"3124","Foxd4","FOXD4L3",5165,7.28871202178852,NA
"3125","Foxd4","FOXD4",5165,7.28871202178852,NA
"3126","Foxd4","FOXD4L6",5165,7.28871202178852,NA
"3127","Foxd4","FOXD4L4",5165,7.28871202178852,NA
"3128","Nrap","NRAP",5560,7.84612562268038,NA
"3129","Paxbp1","PAXBP1",5366,7.57235793009046,NA
"3130","Zdhhc20","ZDHHC20",5421,7.64997248211337,NA
"3131","Atp2b3","ATP2B3",4857,6.85407053046018,NA
"3133","Fbxo34","FBXO34",11527,16.2665989303304,NA
"3135","4932438H23Rik","C21orf62",8658,12.2179416620804,NA
"3142","Olig2","OLIG2",4473,6.3121798399729,NA
"3144","Olig1","OLIG1",4482,6.3248804030312,NA
"3145","Washc5","WASHC5",8948,12.6271820272921,NA
"3153","Zbtb20","ZBTB20",16810,23.7218294455499,NA
"3157","Commd6","COMMD6",5494,7.75298816025288,NA
"3165","Rhox2d","",4950,6.98530968206257,NA
"3176","Micu2","MICU2",5351,7.5511903249933,NA
"3182","1700029F12Rik","",5190,7.32399136361712,NA
"3185","Rhox4d","",5121,7.22662038017019,NA
"3195","Dusp9","DUSP9",4522,6.38132734995696,NA
"3198","Cntnap3","CNTNAP3C",5696,8.03804524222796,NA
"3199","Cntnap3","CNTNAP3B",5696,8.03804524222796,NA
"3200","Cntnap3","CNTNAP3",5696,8.03804524222796,NA
"3209","Uchl3","UCHL3",5898,8.32310232420304,NA
"3211","Gpr174","GPR174",9673,13.6502829403215,NA
"3218","Ofcc1","",8780,12.3901048502039,NA
"3233","Fgf9","FGF9",6006,8.47550908090259,NA
"3236","Nsmce2","NSMCE2",5492,7.75016581290659,NA
"3238","Slc25a46","SLC25A46",5963,8.4148286129574,NA
"3252","Rhox2e","",4498,6.3474591818015,NA
"3256","Atg14","ATG14",5403,7.62457135599678,NA
"3260","Fam169a","FAM169A",6755,9.53247816208741,NA
"3261","Il17b","IL17B",4656,6.57042462215825,NA
"3264","Itm2a","ITM2A",6116,8.63073818494842,NA
"3266","Trib1","TRIB1",5224,7.37197126850401,NA
"3268","Pcyox1l","PCYOX1L",4673,6.5944145746017,NA
"3272","Nfam1","NFAM1",5826,8.22149781973668,NA
"3276","Grpel2","GRPEL2",5703,8.04792345793997,NA
"3280","Rhox3e","",5139,7.25202150628678,NA
"3282","Mark3","MARK3",5349,7.54836797764701,NA
"3288","Spata31","SPATA31A3",5312,7.49615455174068,NA
"3289","Spata31","SPATA31E1",5312,7.49615455174068,NA
"3290","Spata31","SPATA31A5",5312,7.49615455174068,NA
"3291","Spata31","SPATA31A1",5312,7.49615455174068,NA
"3292","Spata31","SPATA31A7",5312,7.49615455174068,NA
"3293","Spata31","SPATA31C2",5312,7.49615455174068,NA
"3294","Spata31","SPATA31A6",5312,7.49615455174068,NA
"3297","Rhox4e","",5305,7.48627633602867,NA
"3298","1700129C05Rik","",4613,6.50974415421306,NA
"3299","Afap1l1","AFAP1L1",4769,6.72988724722352,NA
"3301","Rhox2f","",4836,6.82443588332416,NA
"3311","Rhox3f","",4579,6.46176424932616,NA
"3315","Gm5142","",5341,7.53707858826186,NA
"3319","Spata31d1c","SPATA31D4",4747,6.69884142641435,NA
"3320","Spata31d1c","SPATA31D3",4747,6.69884142641435,NA
"3321","Spata31d1c","SPATA31D1",4747,6.69884142641435,NA
"3323","Tigit","TIGIT",5272,7.43970760481492,NA
"3324","Rcbtb1","RCBTB1",6142,8.66742870045016,NA
"3325","Rhox4f","",5838,8.2384319038144,NA
"3327","Nsa2","NSA2",5696,8.03804524222796,NA
"3330","Rhox3g","",5055,7.13348291774269,NA
"3333","Rhox2g","",5846,8.24972129319955,NA
"3335","Mfsd14b","MFSD14B",6587,9.29540098499922,NA
"3336","Tbx22","TBX22",7972,11.2498765223036,NA
"3338","Sap130","SAP130",5669,7.99994355305307,NA
"3341","4933412E24Rik","CXorf49",5579,7.87293792247012,NA
"3342","4933412E24Rik","",5579,7.87293792247012,NA
"3343","4933412E24Rik","CXorf49B",5579,7.87293792247012,NA
"3345","Osmr","OSMR",5269,7.43547408379549,"NASMC6 "
"3348","Phf11a","PHF11",4568,6.44624133892158,NA
"3353","Phf11b","PHF11",4939,6.96978677165799,NA
"3355","Rhox4g","",5726,8.08038045242228,NA
"3356","Epdr1","EPDR1",5646,7.96748655857076,NA
"3357","2610002M06Rik","",5899,8.32451349787618,NA
"3358","Lmo7","LMO7",8695,12.2701550879867,NA
"3359","Tfap2a","TFAP2A",6932,9.78225590223389,NA
"3361","Rhox3h","",5834,8.23278720912183,NA
"3362","Ralgapa1","RALGAPA1",6249,8.81842428347657,NA
"3364","Slc29a2","SLC29A2",5011,7.07139127612435,NA
"3370","Rhox2h","",5603,7.90680609062557,NA
"3374","Ablim3","ABLIM3",4381,6.18235186204366,NA
"3380","Tent5d","TENT5D",9542,13.4654191891396,NA
"3381","Lratd2","LRATD2",5687,8.02534467916967,NA
"3383","A1bg","A1BG",5589,7.88704965920156,NA
"3384","Wmp","",5283,7.45523051521951,NA
"3389","Drd3","DRD3",6669,9.41111722619703,NA
"3391","Maged2","MAGED2",5679,8.01405528978451,NA
"3401","Sfrp4","SFRP4",5501,7.76286637596489,"NASMC3 SMC5 "
"3402","Serhl","SERHL2",6838,9.64960557695836,NA
"3406","Ammecr1l","AMMECR1L",6155,8.68577395820104,NA
"3407","Mzt2","MZT2A",5774,8.14811678873319,NA
"3408","Mzt2","MZT2B",5774,8.14811678873319,NA
"3411","Cebpd","CEBPD",5805,8.19186317260065,NA
"3412","B4gat1","B4GAT1",4532,6.3954390866884,NA
"3413","Qtrt2","QTRT2",10230,14.4363066762626,NA
"3417","Cbwd1","CBWD6",6079,8.5785247590421,NA
"3418","Cbwd1","CBWD5",6079,8.5785247590421,NA
"3419","Cbwd1","CBWD3",6079,8.5785247590421,NA
"3423","Polr2d","POLR2D",5296,7.47357577297038,NA
"3424","Nlrp4f","NLRP4",5559,7.84471444900724,NA
"3425","Sh3tc2","SH3TC2",5187,7.31975784259769,NA
"3429","Phf11d","PHF11",4984,7.03328958694947,NA
"3431","Ifnar2","IFNAR2",7769,10.9634082666554,NA
"3435","Myc","MYC",5200,7.33810310034856,NA
"3436","Casp7","CASP7",8468,11.949818664183,NA
"3451","Brms1","BRMS1",4369,6.16541777796593,NA
"3452","Rrp7a","RRP7A",5497,7.75722168127231,NA
"3453","Gcnt2","GCNT2",13379,18.880092572993,NA
"3456","Pnck","PNCK",5642,7.96184186387819,NA
"3458","Mrpl47","MRPL47",4941,6.97260911900428,NA
"3459","Kctd12","KCTD12",6488,9.15569479135797,NA
"3463","Adrb2","ADRB2",5658,7.98442064264849,NA
"3464","Phf11c","PHF11",5220,7.36632657381144,NA
"3466","Wdr33","WDR33",5514,7.78121163371576,NA
"3477","Dock8","DOCK8",4861,6.85971522515276,NA
"3478","Acod1","ACOD1",5205,7.34515896871428,NA
"3488","Cln5","CLN5",5767,8.13823857302118,NA
"3489","Cln5","",5767,8.13823857302118,NA
"3491","Zfp369","ZNF274",6136,8.6589616584113,NA
"3492","Il12a","IL12A",5021,7.08550301285579,NA
"3493","Fbxl3","FBXL3",6492,9.16133948605055,NA
"3494","Spidr","SPIDR",5396,7.61469314028477,NA
"3496","Poldip3","POLDIP3",4836,6.82443588332416,NA
"3514","1110032F04Rik","C3orf80",4928,6.9542638612534,NA
"3515","Nme8","NME8",5441,7.67819595557625,NA
"3517","Adgrl4","ADGRL4",5412,7.63727191905508,NA
"3518","Setdb2","SETDB2",5798,8.18198495688864,NA
"3519","Sft2d3","SFT2D3",5515,7.78262280738891,NA
"3520","Htr4","HTR4",9168,12.9376402353838,NA
"3527","Rin1","RIN1",4195,5.91987355883889,NA
"3531","Btg1b","",4416,6.2317429406037,NA
"3533","Btg1c","",5260,7.4227735207372,NA
"3541","Pkp2","PKP2",4900,6.91475099840537,NA
"3543","Rhox10","SHOX",5659,7.98583181632163,NA
"3545","Ndufb5","NDUFB5",6203,8.75351029451195,NA
"3546","Ndufb5","",6203,8.75351029451195,NA
"3550","Gsdmc","GSDMC",5255,7.41571765237148,NA
"3551","Rhox11","",5022,7.08691418652894,NA
"3552","Lims2","LIMS2",9792,13.8182126074256,NA
"3555","Il10rb","IL10RB",5415,7.64150544007451,NA
"3556","Il10rb","",5415,7.64150544007451,NA
"3557","Rhox12","",5261,7.42418469441034,NA
"3559","Cd248","CD248",5089,7.18146282262958,NA
"3561","Rhox13","RHOXF1",5239,7.39313887360117,NA
"3562","Tmem151a","TMEM151A",4683,6.60852631133314,NA
"3563","Pak1ip1","PAK1IP1",5629,7.94349660612732,NA
"3565","Zbtb33","ZBTB33",5572,7.86305970675811,NA
"3566","Cyb5r3","",5080,7.16876225957129,NA
"3567","Cyb5r3","CYB5R3",5080,7.16876225957129,NA
"3569","Kank1","KANK1",8439,11.9088946276618,NA
"3574","Brwd3","BRWD3",6029,8.5079660753849,NA
"3577","Slc30a7","SLC30A7",5320,7.50744394112583,NA
"3578","Cab39l","CAB39L",11917,16.8169566628565,NA
"3579","Ccdc191","CCDC191",5311,7.49474337806754,NA
"3580","Gpr17","GPR17",4516,6.37286030791809,NA
"3581","Fbxo38","FBXO38",5592,7.89128318022099,NA
"3590","Ifi44","IFI44",5312,7.49615455174068,NA
"3591","Gpr141b","",5516,7.78403398106205,NA
"3592","Dmrt1","DMRT1",5707,8.05356815263254,NA
"3595","Tmem14c","TMEM14C",4996,7.05022367102719,NA
"3602","Myo7b","MYO7B",4870,6.87241578821105,NA
"3603","Yars2","YARS2",5179,7.30846845321254,NA
"3606","Gpr141","GPR141",6688,9.43792952598676,NA
"3607","Dmrt3","DMRT3",5163,7.28588967444223,NA
"3608","Cdadc1","CDADC1",5648,7.97030890591705,NA
"3611","Lifr","LIFR",11922,16.8240125312222,NA
"3613","Dmrt2","DMRT2",5099,7.19557455936102,NA
"3614","Tdrkh","TDRKH",6686,9.43510717864048,NA
"3617","Zdhhc23","ZDHHC23",5595,7.89551670124042,NA
"3629","Yif1a","YIF1A",4520,6.37850500261067,NA
"3632","Elmo1","ELMO1",10050,14.1822954150967,NA
"3633","Ifnar1","IFNAR1",5694,8.03522289488167,NA
"3634","Gnl3l","GNL3L",5420,7.64856130844023,NA
"3636","Shisa2","SHISA2",4491,6.3375809660895,NA
"3641","Spink10","SPINK9",11009,15.5356109676418,NA
"3646","Ckb","CKB",4161,5.87189365395199,NA
"3648","Ptgfr","PTGFR",6611,9.32926915315468,NA
"3651","Ifngr2","IFNGR2",4700,6.63251626377658,NA
"3662","Trmt61a","TRMT61A",4165,5.87753834864457,NA
"3674","Adrb1","ADRB1",5273,7.44111877848807,NA
"3675","Tmem50b","TMEM50B",6039,8.52207781211634,NA
"3679","Cnih2","CNIH2",3828,5.40197282079506,NA
"3683","Usp13","USP13",5448,7.68807417128826,NA
"3691","Aoah","AOAH",4982,7.03046723960318,NA
"3692","Bag5","BAG5",5358,7.5610685407053,NA
"3693","Spink7","SPINK7",5406,7.62880487701621,NA
"3696","Spink13","SPINK13",9266,13.0759352553519,NA
"3699","Brms1l","BRMS1L",5699,8.04227876324739,NA
"3702","Mycbp2","MYCBP2",5062,7.14336113345469,NA
"3703","Ccdc186","CCDC186",4884,6.89217221963507,NA
"3704","Gramd1c","GRAMD1C",10751,15.1715281599706,NA
"3708","Hmgn5","HMGN5",5780,8.15658383077205,NA
"3711","A4galt","A4GALT",5372,7.58082497212932,NA
"3712","Iws1","IWS1",5231,7.38184948421602,NA
"3715","Sh3bgrl","SH3BGRL",6144,8.67025104779645,NA
"3724","Coa8","COA8",5358,7.5610685407053,NA
"3725","Gsdmc2","GSDMC",6917,9.76108829713673,NA
"3728","Extl2","EXTL2",5432,7.66549539251796,NA
"3729","Tmem255a","TMEM255A",5346,7.54413445662758,NA
"3731","Rab1b","RAB1B",4132,5.83096961743082,NA
"3735","Uqcrb","UQCRB",6416,9.05409028689161,NA
"3738","Mbip","MBIP",5627,7.94067425878103,NA
"3739","Gm10767","RAMACL",6455,9.10912606014422,NA
"3740","Gm10767","RAMAC",6455,9.10912606014422,NA
"3743","Dnajc28","DNAJC28",4907,6.92462921411738,NA
"3745","Arfgap3","ARFGAP3",4849,6.84278114107503,NA
"3747","Olfr263","OR2W1",6188,8.73234268941479,NA
"3748","Klc2","KLC2",5005,7.06292423408549,NA
"3752","Atp6v1a","ATP6V1A",5940,8.38237161847509,NA
"3753","Olfr1368","",5995,8.459986170498,NA
"3759","Gipc2","GIPC2",5253,7.41289530502519,NA
"3760","Nkx2-1","NKX2-1",5465,7.71206412373171,NA
"3761","Nkx2-1","SFTA3",5465,7.71206412373171,NA
"3762","Mak","MAK",6514,9.19238530685972,NA
"3764","Gm6377","",6365,8.98212042956127,NA
"3773","Nkx2-9","NKX2-8",5345,7.54272328295443,NA
"3774","Proc","",5815,8.20597490933209,NA
"3780","Gsdmc3","GSDMC",5589,7.88704965920156,NA
"3782","Pax9","PAX9",5959,8.40918391826482,NA
"3784","Fgd1","FGD1",5408,7.6316272243625,NA
"3785","Oaz3","OAZ3",6295,8.88333827244119,NA
"3787","Ttll5","",5934,8.37390457643622,NA
"3790","Gsdmc4","GSDMC",6877,9.70464135021097,NA
"3791","Map3k2","MAP3K2",5292,7.4679310782778,NA
"3794","Pacs1","PACS1",4613,6.50974415421306,NA
"3799","Mrpl9","MRPL9",5287,7.46087520991208,NA
"3800","Egflam","EGFLAM",5648,7.97030890591705,NA
"3801","Dnm1l","DNM1L",5485,7.74028759719459,NA
"3807","Ercc3","ERCC3",5267,7.4326517364492,NA
"3808","Pou3f4","POU3F4",5845,8.24831011952641,NA
"3810","Atp1b4","ATP1B4",5724,8.07755810507599,NA
"3812","Dnajb4","DNAJB4",9020,12.7287865317585,NA
"3813","Tsr2","TSR2",5363,7.56812440907102,NA
"3816","Ift80","IFT80",5371,7.57941379845618,NA
"3817","Napg","NAPG",4446,6.27407815079802,NA
"3818","Trim27","TRIM27",5279,7.44958582052693,NA
"3821","Sf3b2","SF3B2",4661,6.57748049052397,NA
"3823","Gm49336","NUP58",5988,8.450107954786,NA
"3828","Wnk3","WNK3",6160,8.69282982656676,NA
"3829","Gfm2","GFM2",5693,8.03381172120853,NA
"3830","Pacsin2","PACSIN2",8362,11.8002342548297,NA
"3832","Gal3st3","GAL3ST3",4678,6.60147044296742,NA
"3837","Bin1","BIN1",8667,12.2306422251386,NA
"3839","Slc6a8","SLC6A8",5374,7.58364731947561,NA
"3840","Slc6a8","",5374,7.58364731947561,NA
"3848","Gdnf","GDNF",4726,6.66920677927833,NA
"3851","Wdr70","WDR70",5468,7.71629764475114,NA
"3852","Riiad1","RIIAD1",4581,6.46458659667245,NA
"3853","Cst6","CST6",5241,7.39596122094746,NA
"3856","Dennd6a","DENND6A",6783,9.57199102493544,NA
"3858","Naa50","NAA50",5745,8.10719275221201,NA
"3859","Tdrd1","TDRD1",6071,8.56723536965694,NA
"3860","Vcam1","VCAM1",5400,7.62033783497735,"NASMC6 "
"3862","Cyrib","CYRIB",8168,11.5264665622398,NA
"3867","Usf3","USF3",5391,7.60763727191906,NA
"3875","Gart","GART",5827,8.22290899340982,NA
"3876","Ttll1","TTLL1",4939,6.96978677165799,NA
"3880","Gpr88","GPR88",5466,7.71347529740485,NA
"3881","Smc4","SMC4",5487,7.74310994454087,NA
"3885","Gypc","GYPC",7679,10.8364026360724,NA
"3887","Tslp","TSLP",5670,8.00135472672622,NA
"3888","Bik","BIK",6888,9.72016426061555,NA
"3890","Wdr36","WDR36",5894,8.31745762951046,NA
"3892","Mcat","MCAT",5548,7.82919153860266,NA
"3893","Tspo","TSPO",5039,7.11090413897238,NA
"3894","Mtmr6","MTMR6",5424,7.65420600313281,NA
"3897","Ttll12","TTLL12",4696,6.62687156908401,NA
"3900","Trim59","TRIM59",5304,7.48486516235553,NA
"3901","Lamp2","LAMP2",5841,8.24266542483383,NA
"3902","Cdc14a","CDC14A",6201,8.75068794716566,NA
"3904","Amer2","AMER2",5717,8.06767988936398,NA
"3905","Nup155","NUP155",5520,7.78967867575463,NA
"3911","Gcm2","GCM2",4962,7.0022437661403,NA
"3912","Camk4","CAMK4",6663,9.40265018415817,NA
"3913","Arf4","ARF4",6016,8.48962081763403,NA
"3914","Mterf3","MTERF3",6440,9.08795845504706,NA
"3915","Stard4","STARD4",5469,7.71770881842428,NA
"3916","Slc25a21","SLC25A21",9276,13.0900469920833,NA
"3917","Scel","SCEL",5520,7.78967867575463,NA
"3919","Nrep","NREP",5751,8.11565979425088,NA
"3921","Prps1l3","PRPS1",5942,8.38519396582137,NA
"3922","Tgfb3","TGFB3",5238,7.39172769992803,NA
"3923","Banf1","BANF1",5472,7.72194233944372,NA
"3924","Bcap31","BCAP31",5512,7.77838928636947,NA
"3926","Gpx5","",5406,7.62880487701621,NA
"3930","Kpna4","KPNA4",5591,7.88987200654785,NA
"3935","Sidt1","SIDT1",5735,8.09308101548058,NA
"3936","Eif1ad","EIF1AD",4893,6.90487278269337,NA
"3937","Asap2","ASAP2",4777,6.74117663660867,NA
"3940","Epb41l4a","EPB41L4A",6282,8.86499301469032,NA
"3942","Gpx6","GPX6",5463,7.70924177638542,NA
"3943","Fam120c","FAM120C",5334,7.52720037254985,NA
"3944","Vwa2","VWA2",5183,7.31411314790511,NA
"3945","Olfr1367","",5512,7.77838928636947,NA
"3946","Cplane1","CPLANE1",5600,7.90257256960614,NA
"3947","Sycp2l","SYCP2L",4840,6.83008057801674,NA
"3948","Pde12","PDE12",5704,8.04933463161311,NA
"3956","Hexb","HEXB",5141,7.25484385363307,NA
"3957","Spata13","SPATA13",11436,16.1381821260743,NA
"3958","Spata13","",11436,16.1381821260743,NA
"3959","Arl14","ARL14",5834,8.23278720912183,NA
"3960","Rtca","RTCA",5432,7.66549539251796,NA
"3962","Abcd1","ABCD1",5401,7.62174900865049,NA
"3970","Sart1","SART1",4744,6.69460790539492,NA
"3972","Piezo2","PIEZO2",5519,7.78826750208148,NA
"3973","Zscan12","ZSCAN12",5410,7.63444957170879,NA
"3978","Nipbl","NIPBL",6146,8.67307339514274,NA
"3979","Plxnb3","PLXNB3",5259,7.42136234706405,NA
"3980","Ppm1l","PPM1L",5409,7.63303839803565,NA
"3982","Enc1","ENC1",4817,6.79762358353443,NA
"3991","Ptdss1","PTDSS1",6107,8.61803762189013,NA
"3992","C1qtnf9","C1QTNF9",5333,7.52578919887671,NA
"3993","C1qtnf9","C1QTNF9B",5333,7.52578919887671,NA
"3994","Spice1","SPICE1",5510,7.77556693902319,NA
"3995","Spice1","",5510,7.77556693902319,NA
"3996","Celf3","CELF3",5187,7.31975784259769,NA
"3998","Slain1","SLAIN1",5182,7.31270197423197,NA
"4007","Dnah12","DNAH12",9283,13.0999252077953,NA
"4008","Elovl2","ELOVL2",4940,6.97119794533113,NA
"4009","Drap1","DRAP1",4988,7.03893428164204,NA
"4010","Cfap44","CFAP44",6658,9.39559431579245,NA
"4016","Scube1","SCUBE1",4757,6.71295316314579,NA
"4018","Ift43","IFT43",5629,7.94349660612732,NA
"4020","Srpk3","SRPK3",4062,5.73218746031074,NA
"4024","Zfp712","ZNF845",5187,7.31975784259769,NA
"4025","Ednrb","EDNRB",5974,8.43035152336198,NA
"4030","Smim13","SMIM13",5997,8.46280851784429,NA
"4031","AI837181","C11orf68",4935,6.96414207696541,NA
"4035","Son","SON",5254,7.41430647869833,NA
"4040","Fosl1","FOSL1",4782,6.74823250497439,NA
"4044","Rps6ka6","RPS6KA6",10221,14.4236061132044,NA
"4046","Zfp708","ZNF195",9773,13.7914003076359,NA
"4047","Zfp708","ZNF429",9773,13.7914003076359,NA
"4049","Obi1","OBI1",5235,7.3874941789086,NA
"4050","Ccdc85b","CCDC85B",4251,5.99889928453495,NA
"4051","Itgb1bp1","ITGB1BP1",5536,7.81225745452493,NA
"4052","Afap1l2","AFAP1L2",6041,8.52490015946263,NA
"4053","Zkscan3","ZKSCAN4",5007,7.06574658143178,NA
"4054","Mipep","MIPEP",4794,6.76516658905211,NA
"4055","B3galnt1","B3GALNT1",5545,7.82495801758322,NA
